2025-08-15 13:24:38,138 INFO    MainThread:39276 [wandb_init.py:setup_run_log_directory():703] Logging user logs to c:\Users\dari\Documents\GitHub\2024-25b-fai2-adsai-dariavladutu236578\datalab_tasks\task8\wandb\run-20250815_132438-kaws820m\logs\debug.log
2025-08-15 13:24:38,139 INFO    MainThread:39276 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to c:\Users\dari\Documents\GitHub\2024-25b-fai2-adsai-dariavladutu236578\datalab_tasks\task8\wandb\run-20250815_132438-kaws820m\logs\debug-internal.log
2025-08-15 13:24:38,139 INFO    MainThread:39276 [wandb_init.py:monkeypatch_ipython():622] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001D4E53E8970>
2025-08-15 13:24:38,139 INFO    MainThread:39276 [wandb_init.py:init():830] calling init triggers
2025-08-15 13:24:38,139 INFO    MainThread:39276 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-08-15 13:24:38,139 INFO    MainThread:39276 [wandb_init.py:init():871] starting backend
2025-08-15 13:24:38,139 INFO    MainThread:39276 [wandb_init.py:init():874] sending inform_init request
2025-08-15 13:24:38,141 INFO    MainThread:39276 [wandb_init.py:init():882] backend started and connected
2025-08-15 13:24:38,142 INFO    MainThread:39276 [wandb_run.py:_label_probe_notebook():1318] probe notebook
2025-08-15 13:24:38,163 INFO    MainThread:39276 [wandb_init.py:init():953] updated telemetry
2025-08-15 13:24:38,222 INFO    MainThread:39276 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-15 13:24:38,825 INFO    MainThread:39276 [wandb_init.py:init():1029] starting run threads in backend
2025-08-15 13:24:39,141 INFO    MainThread:39276 [wandb_run.py:_console_start():2494] atexit reg
2025-08-15 13:24:39,141 INFO    MainThread:39276 [wandb_run.py:_redirect():2342] redirect: wrap_raw
2025-08-15 13:24:39,142 INFO    MainThread:39276 [wandb_run.py:_redirect():2411] Wrapping output streams.
2025-08-15 13:24:39,142 INFO    MainThread:39276 [wandb_run.py:_redirect():2434] Redirects installed.
2025-08-15 13:24:39,142 INFO    MainThread:39276 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-15 13:24:39,143 INFO    MainThread:39276 [wandb_config.py:__setitem__():154] [no run ID] config set model_name = dariavladutu_236578_unet_model2_256px.h5 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001D4E53EA770>>
2025-08-15 13:24:39,143 INFO    MainThread:39276 [wandb_run.py:_config_callback():1380] config_cb model_name dariavladutu_236578_unet_model2_256px.h5 None
