2025-08-15 13:44:38,314 INFO    MainThread:22712 [wandb_init.py:setup_run_log_directory():703] Logging user logs to c:\Users\dari\Documents\GitHub\2024-25b-fai2-adsai-dariavladutu236578\datalab_tasks\task8\wandb\run-20250815_134438-u4vxhcqd\logs\debug.log
2025-08-15 13:44:38,315 INFO    MainThread:22712 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to c:\Users\dari\Documents\GitHub\2024-25b-fai2-adsai-dariavladutu236578\datalab_tasks\task8\wandb\run-20250815_134438-u4vxhcqd\logs\debug-internal.log
2025-08-15 13:44:38,315 INFO    MainThread:22712 [wandb_init.py:init():830] calling init triggers
2025-08-15 13:44:38,315 INFO    MainThread:22712 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-08-15 13:44:39,684 INFO    MainThread:22712 [wandb_init.py:init():871] starting backend
2025-08-15 13:44:39,684 INFO    MainThread:22712 [wandb_init.py:init():874] sending inform_init request
2025-08-15 13:44:39,686 INFO    MainThread:22712 [wandb_init.py:init():882] backend started and connected
2025-08-15 13:44:39,687 INFO    MainThread:22712 [wandb_run.py:_label_probe_notebook():1318] probe notebook
2025-08-15 13:44:39,707 INFO    MainThread:22712 [wandb_init.py:init():953] updated telemetry
2025-08-15 13:44:39,739 INFO    MainThread:22712 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-15 13:44:40,344 INFO    MainThread:22712 [wandb_init.py:init():1029] starting run threads in backend
2025-08-15 13:44:40,580 INFO    MainThread:22712 [wandb_run.py:_console_start():2494] atexit reg
2025-08-15 13:44:40,580 INFO    MainThread:22712 [wandb_run.py:_redirect():2342] redirect: wrap_raw
2025-08-15 13:44:40,580 INFO    MainThread:22712 [wandb_run.py:_redirect():2411] Wrapping output streams.
2025-08-15 13:44:40,580 INFO    MainThread:22712 [wandb_run.py:_redirect():2434] Redirects installed.
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set model_name = dariavladutu_236578_unet_model4_256px.h5 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb model_name dariavladutu_236578_unet_model4_256px.h5 None
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set patch_size = 256 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb patch_size 256 None
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set prediction_threshold = 0.1 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,581 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb prediction_threshold 0.1 None
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set cropper_padding = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb cropper_padding 10 None
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set min_area_filter = 50 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb min_area_filter 50 None
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set top_crop_ratio = 0.15 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb top_crop_ratio 0.15 None
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_config.py:__setitem__():154] [no run ID] config set aspect_ratio_threshold = 1.5 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001E9B1EC7430>>
2025-08-15 13:44:40,582 INFO    MainThread:22712 [wandb_run.py:_config_callback():1380] config_cb aspect_ratio_threshold 1.5 None
